,User,Date Created,Language,Number of Likes,Source of Tweet,Tweet
132,TemplarCowboy,2020-07-23 04:02:37+00:00,en,0,Twitter for Android,https://t.co/Qo5jXEnyCg @Qanon76 @QAnon_Report @cjtruth #twitterblackout QAnon is mentioned in the video. Thought I'd share.
133,oggie212,2020-07-16 00:28:40+00:00,en,0,Twitter for Android,What's everyone doing during the #twitterblackout ? https://t.co/dj5iweXp00
134,ThetaBetaZeta,2020-07-16 00:18:59+00:00,en,0,Twitter for iPhone,Incoming #TwitterBlackout is response to Q hack of verified celebrity pedophiles
135,kevinobrienFF,2020-07-16 00:06:56+00:00,en,2,Twitter for iPad,im enjoying this way more than I should be...#twitterblackout
136,wadestruggler,2020-07-15 22:58:58+00:00,en,0,Twitter for Android,This shit is funny as hell.  #twitterblackout #cancelhashtags
137,typefasterjoel,2020-06-24 05:15:23+00:00,en,4,Twitter Web App,I also was rereading my previous post and I apologize if it came through as dismissive of those who want to participate on the #TwitterBlackout. I will support your way of bringing awareness. I may have come off as dismissive when we should be working together to ensure change.
138,BadAssBitch911,2020-06-23 12:05:17+00:00,en,0,Twitter for Android,So this just happened #Bullshit #TwitterBlackout #ShutMeOut RT https://t.co/v2Gvoyo70Y
139,Galorants,2020-06-23 02:18:50+00:00,en,4,Twitter Web App,As a result of the new #METOO #Twitterblackout movement we will be moving our in-house learning valorant games from Wednesday to Thursday. Here is the new updated calendar. https://t.co/ezRp2jZiHi
140,mtgwillofthecnl,2020-06-22 19:03:24+00:00,en,0,Twitter Web App,Is it coincidence that #twitterblackout will be the day after the fall of #Mixer ?
141,LogansMediaHub,2020-06-22 17:08:17+00:00,en,2,Twitter for Android,"What about this, instead of #twitchblackout lets do #twitterblackout? Wouldn't that be nice"
142,MadamEarth,2020-06-18 06:44:04+00:00,en,20,Twitter for iPhone,Wonder if Trump broke his smartphone during a hissy fit and hence the #TwitterBlackout??! 🤔😊😉😅😂🤣😜
143,HappyActivist_1,2020-06-10 05:53:18+00:00,en,0,Twitter for iPhone,"@MalcolmNance @TheLastWord @esglaude My suggestion:
1.  #TwitterWhiteout &amp; #TwitterBlackout for Trump’s upcoming Race Speech. Resist tweeting ANYTHING about his speech. Deafening silence.
2. Massive global #BlackLivesMatter  #ReimaginePolicing #ReimagineAmerica marches/events that drown his message on all media."
144,LalaNance,2020-06-05 01:14:31+00:00,en,0,Twitter for iPhone,The powerful moon tonigh! #TheTruthComesOut #TwitterBlackout #WakeUpWorld #Bibleprophecy #DarkToLight https://t.co/DPRVaXAr6b
145,Geek3016,2020-06-04 03:57:56+00:00,en,0,Twitter for Android,I'm going to keep it black for a while. 😊 #TwitterBlackOut
146,mitch_brogan,2020-06-03 04:26:35+00:00,en,1,Twitter Web App,LIVE Multi-city #GeorgeFloydProtests https://t.co/ywF9r005BT #WashingtonDCProtests #sanjoseprotests #DenverProtests #Seattle #seattleprotests #Portland #portlandprotests #JusticeForGeorgeFloyd #twitterblackout #rt Share! https://t.co/2dZuIqTHAf
147,CaseyPregent1,2020-06-02 20:15:13+00:00,en,1,Twitter for Android,"#TwitterBlackOut 
#BlackLivesMatter 

If you're not angry as hell,  then you're not paying attention,

 or else you're complicit. https://t.co/NLihxSSbeF"
148,LLH713,2020-06-02 19:04:27+00:00,en,0,Twitter for Android,".If You want to get rid of racist murdering police, start with the unions who protect them and keep them employed even knowing they indiscriminately kill. That one step, removing the power from unions would allow almost immediate removal of the bad cops. #twitterblackout"
149,momto6ix,2020-06-02 18:03:13+00:00,en,0,Twitter for iPhone,@realDonaldTrump   In honor of the WORST PRESIDENT IN HISTORY!!! #TwitterBlackOut
150,zachariahkta,2020-06-02 17:34:19+00:00,en,0,Twitter for iPhone,WHAT IS HAPPENING ?? #TwitterBlackout  anyone else getting this ? https://t.co/kXfqeOfq5k
151,JeremywithaZ,2020-06-02 17:30:06+00:00,en,0,Twitter for iPhone,Oh no this is not good!!! #TwitterBlackout!!! https://t.co/NXuLjImjon
152,devlyn_angel,2020-06-02 17:24:47+00:00,en,2,Twitter Web App,"What the hell Twitter??

#twitterblackout 
#TrumpDictatorship https://t.co/Nh5S7HFjW8"
153,hourlyamber,2020-06-02 16:03:12+00:00,en,17,TweetDeck,"The Admins has decided to halt updates starting today until tomorrow. 
Thank you. 
#BlackLivesMatter #twitterblackout #blackoutday https://t.co/PmmTpkfIG4"
154,hourlykryber,2020-06-02 15:34:14+00:00,en,10,Twitter Web App,"Notice from the Admins.
#BlackLivesMatter #blackoutday #twitterblackout https://t.co/IVl6Fw5Qev"
155,Anonymo68654261,2020-06-02 14:44:30+00:00,en,0,Twitter for iPhone,"The law inforcement officer bill of right’s need’s to be changed. #twitterblackout #NoJusticeNoPeace 
#AmericaOnFire"
156,nunyabiz55,2020-06-02 03:07:43+00:00,en,0,Twitter for iPhone,"Shout out to the 13 people reading my tweets/RTs lol 

#FirstAmendment #twitterblackout"
157,LFGweb3,2020-06-02 02:19:06+00:00,en,1,Twitter for Android,"Funny how a #Resister gets silenced after posting stuff about #BunkerDon.

No likes. No shares. Nothing. #twitterblackout https://t.co/KPiOF8mv3W"
158,Boyzguru88,2020-06-02 01:00:47+00:00,en,0,Twitter Web App,"@oliverdarcy The media needs to blackout Trump.  All of it.  Twitter, Facebook, Youtube, and all the networks.  Just shut him down.  Do not air anything of his.  Give him no platform to incite.  Take the oxygen out of the fire.  #trumpmediablackout #twitterblackout"
159,Maudymouse,2020-06-01 20:37:35+00:00,en,1,Twitter for iPhone,"Oh, yeah. For sure man. In my AREA #Twitterblackout #nothingnew https://t.co/foV7XhKD9l"
160,FiBelleFi,2020-05-31 16:11:24+00:00,en,6,Twitter for iPhone,"From Friday night to Saturday night I observed #twitterblackout in support of putting focus on important messages as I know I have a lot of US followers and have no important messages myself

With space launch yesterday I will now take this moment to shout Boots on the Moon! 🌝"
161,MissSharFall,2020-05-31 05:52:19+00:00,en,0,Twitter for Android,#dont forget. May 31 is..#twitterblackout #BlackOut
162,MicheleDiane8,2020-05-31 03:04:30+00:00,en,0,Twitter for Android,I've had 300 followers taken from me by Twitter! I'm not able 2 follow  new people! I never CUSS! I only Speak Truth 2 Power! I Boycotted Twitter last night on  #twitterblackout &amp; I will continue using this Biased Trump site Less &amp; Less... He sh*ts all over @Twitter &amp; it's ok.
163,iGoBySHARI,2020-05-31 00:59:50+00:00,en,0,Twitter for iPhone,Omg they locking the city down TONIGHT!!! #pittsburghprotest #twitterblackout #riots2020 #fcfva #phillyprotest
164,slickiericky,2020-05-30 22:32:32+00:00,en,0,Twitter Web App,"Imposters posing as protesters! Twitter Blackout in Downtown Pittsburgh!
#Pittsburgh #Twitterblackout #downtownpittsburgh #pittsburghriots

https://t.co/pJsJtB0QwZ"
165,slickiericky,2020-05-30 21:32:04+00:00,en,1,Twitter Web App,"Twitter Is Blacked Out In Pittsburgh!
#pittsburghprotests #Pittsburgh #twitterblackout 

https://t.co/pJsJtB0QwZ"
166,IAmJessPlant,2020-05-30 20:36:07+00:00,en,0,Twitter Web App,"I'm now not sure about this #TwitterBlackout &amp; whether I should/will take part in it. I've read different things on here about whether it has support among the Black community. 

My current general feeling is it doesn't. So on reflection, I probably won't be participating.

#BLM"
167,IAmJessPlant,2020-05-30 18:59:20+00:00,en,5,Twitter Web App,"Just a reminder that tomorrow (Sunday 31st May 2020) I will not be posting original tweets, I will only be liking and/or retweeting tweets from Black people (probably about the murder of #GeorgeFloyd as well as other topics) as part of a #TwitterBlackout. 

#BlackLivesMatter."
168,cursinggourmet,2020-05-30 18:56:19+00:00,en,5,Twitter for iPhone,"Unshun

Please be safe out there if you are protesting today/tonight 🙏

Looks like there are a LOT of sketchy characters bent on anarchy and civil war, so #StaySafe ❤️

#BlackLivesMatter
#HumanityFirst
#WhenWillThenBeNow?
#SerenityNow!

Reshun #TwitterBlackout✌️ https://t.co/irs8Cmf6BD"
169,RolfFunCycleIII,2020-05-30 18:14:06+00:00,en,2,Twitter Web App,"#TwitterBlackOut was planned BEFORE #MAGANight was incited by a traitorous piece of filth in The White House. 
Coordinate, organize, and be prepared; this ain't gonna end easy... or soon. #StayInTheLoop, &amp; in-the-moment.
https://t.co/D73OWb1BK3
@mmpadellan"
170,GetReal8675309,2020-05-30 17:59:04+00:00,en,5,Twitter for iPhone,Forgive me #TwitterBlackOut I am just too angry! Forgiveness requested?🤛🏼🤛🏽🤛🏻🤛🏿🤛🏾🤛
171,cursinggourmet,2020-05-30 14:12:59+00:00,en,1,Twitter for iPhone,"Unshun

This shit is FUNNY! 🤣👏

Also, you ROCK Amish people! 👊🤘
#BlackLivesMatter

Reshun #TwitterBlackout 🤣✌️ https://t.co/DYtXDuT44g"
172,NorthTahoe_Dems,2020-05-30 06:20:49+00:00,en,1,Twitter for iPhone,"Join us in a #TwitterBlackout as we log off this Friday, the 29th at 11:59 pm. If Twitter won’t #TakeTrumpOffTwitter, we are removing ourselves from a social platform  that willingly tolerates hateful tweets, racism, lies and speech that encourages division and violence."
173,GetReal8675309,2020-05-30 05:09:22+00:00,en,0,Twitter for iPhone,"#TwitterBlackout Together we are stronger, be safe, #Resist !   
🤛🏾🤛🏽🤛🤛🏿🤛🏼🤛🏻
#Resistance 
#BlackLivesMatters"
174,GetReal8675309,2020-05-30 05:05:29+00:00,en,1,Twitter for iPhone,"@ChangShen16 @mmpadellan Word! Love your wisdom and I love puns thanks for getting real here 😬 Peace talk soon #TwitterBlackout be safe, stand together,resist!"
175,levine_debra,2020-05-30 05:04:56+00:00,en,0,Twitter for iPhone,"Join us in a #TwitterBlackout as we log off this Friday at 11:59 pm. If Twitter won’t #TakeTrumpOffTwitter, we are removing ourselves from a social platform  that willingly tolerates hateful tweets, racism, lies and speech that encourages division and violence.”"
176,DangerBonesA,2020-05-30 04:23:05+00:00,en,0,Twitter for iPhone,@mlaff1222 @MysterySolvent Tonight at midnight EST. No joke. Was planned a few days ago. I’m about to sign off but will be a challenge to make 24 hours w all that’s going on. But it’s #TakeTrumpOffTwitter #TwitterBlackout so I’ll do it to stand w my #Resistance gang because we stand together ✊🏻✊🏼✊🏽✊🏾✊🏿💙🌊
177,cursinggourmet,2020-05-30 04:03:33+00:00,en,5,Twitter for iPhone,"All right Tweeps, it’s midnight on the east coast so I’m gonna take a break for this #TwitterBlackout

We’ll see how long I last 🤷‍♀️

Please #StaySafe 🙏❤️

#BlackLivesMatter"
178,chacolady,2020-05-30 03:29:27+00:00,en,1,Twitter for iPad,Just one last time brfore 11:59 PM &amp; #TwitterBlackout ....donald trump is lousy excuse for a president and a worse excuse for a human being. He should be removed from office. He should be incarcerated. #voteblue
179,chacolady,2020-05-30 02:51:05+00:00,en,0,Twitter for iPad,"Gosh, if I’m going to do the #TwitterBlackout , I feel like I should risk a timeout and call soneone a bimbo. And there are so many options in the trump regime. Decisions, decisions......"
180,kaitlinthegreen,2020-05-30 00:38:53+00:00,en,0,Twitter for Android,"And that's why it's important to honor the #TwitterBlackout - so the voices calling for justice and equality can rise above the noise.
#JusticeForGeorgeFloyd"
181,cursinggourmet,2020-05-30 00:15:24+00:00,en,1,Twitter for iPhone,"If anyone is doing a #TwitterBlackout starting at midnight, tweet #Unfollowtrump on your way out so we can get that trending🤘

#StaySafe 🙏❤️
#BlackLivesMatter"
182,queeniema52,2020-05-29 23:34:45+00:00,en,0,Twitter for Android,"@isabellabc “Join us in a #TwitterBlackout as we log off this Friday at 11:59 pm. If Twitter won’t #TakeTrumpOffTwitter, we are removing ourselves from a social platform  that willingly tolerates hateful tweets, racism, lies and speech that encourages division and violence.” #Resistance"
183,MsTucson13,2020-05-29 22:54:06+00:00,en,1,Twitter for Android,"@nytwins17 @_baylake @mmpadellan Trump called Russia to take care of the liberals on #Twitter.🤷 🤨🧐
Trump already asked the National guards to shoot us. Retweeted a tweet that he wanted us dead. We have to vote this guy out November 2020. This is a very dangerous president.
#TwitterFactCheck #TwitterBlackout"
184,cursinggourmet,2020-05-29 21:14:10+00:00,en,1,Twitter for iPhone,"The second wave is coming NOW.

Buckle up, America ❤️

#StayHome &amp; #StaySafe ❤️🙏

Rage against the machine from home 🤬🤘

Or take a mental break &amp; do a #TwitterBlackout this weekend ❤️"
185,ResisterDude,2020-05-29 20:55:20+00:00,en,17,Twitter for iPhone,"For those of you hesitant about this weekend’s #TwitterBlackout, there’s another one planned in two weeks during the weekend of Der Gropenfuhrer’s unholy birthday🤮 June 14."
186,MovvaShivakumar,2020-05-29 20:22:29+00:00,en,0,Twitter for iPhone,@Twitter wanted the second tweet to share Information #TwitterBlackout https://t.co/izELos8rdO
187,cursinggourmet,2020-05-29 20:14:21+00:00,en,3,Twitter for iPhone,"@ResisterDude @rupertlola @MarkDahlstrom4 @MaryanneChisho2 @Vic_Resist Yeah I’m cool with whatever anyone wants to do this weekend with Twitter usage 👍

I’m not sure what I’ll do exactly.

In some form or another, I’ll try to #TwitterBlackout &amp; Chill 😎"
188,MonikaInWA,2020-05-29 20:00:59+00:00,en,0,Twitter for Android,"@patriciaselfies i thought it was 48? either way, I'm in, or rather I'm off for the #TwitterBlackout"
189,cursinggourmet,2020-05-29 19:57:36+00:00,en,2,Twitter for iPhone,"@rupertlola @Holiday1326 @Lindsey46105454 @MarkDahlstrom4 @ResisterDude @MaryanneChisho2 @Vic_Resist Ok wait.. I thought we were going to be OFF TWITTER altogether. Like blackout meaning no tweets, RTs, likes, comments, nothing.

I was thinking I’d scroll and screenshot anything I’d like to comment on at the end of the 48 hour #TwitterBlackout though..?"
190,vickie_courson,2020-05-29 19:37:53+00:00,en,0,Twitter for iPhone,I think I’ll start mine early.  #TwitterBlackout  #TakeTrumpOffTwitter
191,rupertlola,2020-05-29 19:34:06+00:00,en,3,Twitter for iPhone,"@cursinggourmet @MarkDahlstrom4 @ResisterDude @MaryanneChisho2 @Vic_Resist I thought it was '48 hours' 
We’re going to shoot for a 24 hour #TwitterBlackout (to protest jack’s kowtowing to trump &amp; refusing to #TakeTrumpOffTwitter), starting this Friday night at 11:59 PM your local time &amp; stay off twitter until Saturday night at 11:59 PM. @ResisterDude"
192,cursinggourmet,2020-05-29 19:30:26+00:00,en,2,Twitter for iPhone,"@rupertlola @MarkDahlstrom4 @ResisterDude @MaryanneChisho2 @Vic_Resist Is the #TwitterBlackout really happening this weekend? I saw people tweeting about it the other day.

What time do we go dark?

I’m in. Let’s get #Unfollowtrump trending between now &amp; then 🇺🇸🤘"
193,_thrilliam,2020-05-29 16:24:23+00:00,en,0,Twitter for iPhone,Seems kind of stupid to be tweeting about this now. I’m going to skip ahead a few days because this weekend is going to be something else. And this Sunday is #BlackOutDay2020 #BLACKOUTDAY #TwitterBlackout #BlackOut
194,Ms_LovelyJones,2020-05-29 15:33:09+00:00,en,0,Twitter for iPhone,TGIF! 😋🤪🌊. Don’t forget #TwitterBlackout #DeleteTrumpFromTwitter #Biden2020 #ByeDon2020
195,SwiftieTara13,2020-05-29 14:42:14+00:00,en,0,Twitter Web App,"Tell me how this Twitter black out will help? They are asking white people to speak up, not drop off the platform when they need more voices. I’ve seen several black people asking for this not to happen. #TwitterBlackout"
196,DangerBonesA,2020-05-29 13:07:30+00:00,en,1,Twitter for iPhone,@BagdMilkSoWhat I reported both @realDonaldTrump and @WhiteHouse tweet. I suggest everyone does the same and also partakes in the 24 hour #TwitterBlackout #TakeTrumpOffTwitter that starts tonight at midnight 🤬🔥💙🌊✊🏻✊🏼✊🏽✊🏾✊🏿 https://t.co/VtfRtV6oJv
197,Hardison009,2020-05-29 10:26:29+00:00,en,0,Twitter for Android,"Okay, so I’ve seen a lot of posts from poc that the #TwitterBlackout is making them uncomfortable and it is not having the affect on the movement that allies have intended. That being said, I won’t be participating."
